Email_Text,Email_Type,cleaned_text,sentiment
"Pity.  Reading that woman's ad and knowing Rohit for years, they sound
like a match made in heaven.  But why, oh, why, keep that shaved-head
photo on prominent display???  There are lots of photos of Rohit
looking rather dashing, and with the crucial hair feature enabled!R
",Safe Email,"pity  reading that womans ad and knowing rohit for years they sound
like a match made in heaven  but why oh why keep that shavedhead
photo on prominent display  there are lots of photos of rohit
looking rather dashing and with the crucial hair feature enabledr
",1
"BUY 2 ADULT DVDs AT REGULAR PRICE AND GET A THIRD XXX DVD FOR FREE!!VISIT US AT http://www.hotdvds.orgTo be removed from our list, just reply to this email and type REMOVE in the subject line 6js7M_5WNea5xu3M_D7K7Oouz
",Phishing Email,"buy  adult dvds at regular price and get a third xxx dvd for freevisit us at httpwwwhotdvdsorgto be removed from our list just reply to this email and type remove in the subject line jsmwneaxumdkoouz
",0
"re : fw : first deliveries - comstock oil & gas and hesco gathering company daren , is it okay to enter a wellhead deal in april for a purchase from hesco at meter # 9885 priced at gas daily less $ 0 . 14 with a volume of 1 , 100 / d ? bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 04 / 17 / 2001 09 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : robert cotten 04 / 16 / 2001 04 : 13 pm to : vance l taylor / enron @ enronxgate @ enron cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate @ enron , susan smith / enron @ enronxgate @ enron , melissa graves / enron @ enronxgate @ enron subject : re : fw : first deliveries - comstock oil & gas and hesco gathering company vance , deal tickets have been created and entered in sitara as noted below . deal # 652448 was entered by risk as a term purchase at a price of ifhsc less $ 0 . 14 . you have indicated the price to be gas daily less $ 0 . 14 . which price is correct ? bob from : vance l taylor / enron @ enronxgate on 04 / 03 / 2001 05 : 40 pm to : robert cotten / hou / ect @ ect cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate subject : fw : first deliveries - comstock oil & gas and hesco gathering company bob , the following production is now on - line and a ticket should be created and entered into sitara based on the following : counterparty meter volumes deal # price period global no . comstock oil cernosek , clem ; consemiu , donna ; cook , robert ; camp , howard ; hesse , lisa ; hlavaty , nathan ; wayne e lightfoot / hou / ect @ enron ; mckay , james ; smith , mary ; schneider , steve hpl ; melissa graves / hou / ect @ enron ; walters , michael ; zivley , jill ; johnson , mary jo ; wynne , rita ; allen , lauri ; jones , cheryl ; hansen , reid ; giron , darron ; winfree , o ' neal ; susan smith / hou / ect @ enron ; bryan , gary ; hanks , gary ; donald p reinhardt / hou / ect @ enron ; vance l taylor / hou / ect @ enron ; baumbach , david ; cotten , robert ; riley , brian ; austin , jeff ; hakemack , cynthia ; kenne , dawn ; csikos , lisa ; fosdick , j r ; rodriguez , carlos ; gomes , stephanie ; clynes , pat ; acton , tom ; walker , robert ; weissman , george ; harris , joanne ; sweeney , christy ; tisdale , earl ; farmer , daren subject : first deliveries - comstock oil & gas and hesco gathering company see attached letters",Safe Email,re  fw  first deliveries  comstock oil  gas and hesco gathering company daren  is it okay to enter a wellhead deal in april for a purchase from hesco at meter   priced at gas daily less     with a volume of     d  bob                       forwarded by robert cotten  hou  ect on         am                            enron north america corp  from  robert cotten         pm to  vance l taylor  enron  enronxgate  enron cc  julie meyers  hou  ect  ect  lisa hesse  hou  ect  ect  cynthia hakemack  hou  ect  ect  donald p reinhardt  enron  enronxgate  enron  susan smith  enron  enronxgate  enron  melissa graves  enron  enronxgate  enron subject  re  fw  first deliveries  comstock oil  gas and hesco gathering company vance  deal tickets have been created and entered in sitara as noted below  deal   was entered by risk as a term purchase at a price of ifhsc less      you have indicated the price to be gas daily less      which price is correct  bob from  vance l taylor  enron  enronxgate on         pm to  robert cotten  hou  ect  ect cc  julie meyers  hou  ect  ect  lisa hesse  hou  ect  ect  cynthia hakemack  hou  ect  ect  donald p reinhardt  enron  enronxgate  susan smith  enron  enronxgate  melissa graves  enron  enronxgate subject  fw  first deliveries  comstock oil  gas and hesco gathering company bob  the following production is now on  line and a ticket should be created and entered into sitara based on the following  counterparty meter volumes deal  price period global no  comstock oil cernosek  clem  consemiu  donna  cook  robert  camp  howard  hesse  lisa  hlavaty  nathan  wayne e lightfoot  hou  ect  enron  mckay  james  smith  mary  schneider  steve hpl  melissa graves  hou  ect  enron  walters  michael  zivley  jill  johnson  mary jo  wynne  rita  allen  lauri  jones  cheryl  hansen  reid  giron  darron  winfree  o  neal  susan smith  hou  ect  enron  bryan  gary  hanks  gary  donald p reinhardt  hou  ect  enron  vance l taylor  hou  ect  enron  baumbach  david  cotten  robert  riley  brian  austin  jeff  hakemack  cynthia  kenne  dawn  csikos  lisa  fosdick  j r  rodriguez  carlos  gomes  stephanie  clynes  pat  acton  tom  walker  robert  weissman  george  harris  joanne  sweeney  christy  tisdale  earl  farmer  daren subject  first deliveries  comstock oil  gas and hesco gathering company see attached letters,0
"new hire dinner rsvps don ' t forget to let me know if you are interested in attending the new hire dinner at 6 pm on thursday , april 26 th ! it will be held at oritalia at the westin hotel . please indicate your meal selection ( meat - - beef , or veggie - - pasta ) . i will need to submit final entree numbers thursday morning . thanks , grace x 8321",Safe Email,new hire dinner rsvps don  t forget to let me know if you are interested in attending the new hire dinner at  pm on thursday  april  th  it will be held at oritalia at the westin hotel  please indicate your meal selection  meat   beef  or veggie   pasta   i will need to submit final entree numbers thursday morning  thanks  grace x ,0
"gino , who do u want to win ? the secret on how porn stars grew big dicks ! the answer is here . turn off notifications here . wv international exports ltd st . nathaniel # 4780 belize city , belize",Phishing Email,gino  who do u want to win  the secret on how porn stars grew big dicks  the answer is here  turn off notifications here  wv international exports ltd st  nathaniel   belize city  belize,0
"unbelievable new homes for the usa ! it ' s a beautiful day today homeowner you have been pre - approved for a $ 431 , 221 home loan at a 3 . 29 fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity all we ask is that you visit our website and complete the 1 minute post approval form have a good day , shemika kelly",Phishing Email,unbelievable new homes for the usa  it  s a beautiful day today homeowner you have been pre  approved for a     home loan at a    fixed rate  this offer is being extended to you unconditionally and your credit is in no way a factor  to take advantage of this limited time opportunity all we ask is that you visit our website and complete the  minute post approval form have a good day  shemika kelly,1
"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:3:59:56PM
Date: Tue, 24 Sep 2002 22:59:56 GMTBruce Loebrich[1] has scraped RSS feeds for Google news, and a RSS 2.0 success 
story. In other words, it's okay to use the features in 2.0. We're doing it at 
UserLand and so is Bruce.[1] http://radio.weblogs.com/0104308/2002/09/24.html
",Safe Email,"url httpscriptingnewsuserlandcombackissueswhenpm
date tue  sep   gmtbruce loebrich has scraped rss feeds for google news and a rss  success 
story in other words its okay to use the features in  were doing it at 
userland and so is bruce httpradioweblogscomhtml
",0
"discover the new winning sexual erection pills ! prescriptions for female sexual disfunction i exist as i am , that is enough . the covers of this book are too far apart . a person ' s a person , no matter how small . a young man is embarrassed to question an older one .",Phishing Email,discover the new winning sexual erection pills  prescriptions for female sexual disfunction i exist as i am  that is enough  the covers of this book are too far apart  a person  s a person  no matter how small  a young man is embarrassed to question an older one ,0
"interview schedule for greg mikkelson attached please find the interview packet for the above - referenced person . the interview will happen tuesday , july 11 , 2000 . print all three documents for your hard copies . if you have any questions , or conflicts of schedule , please do not hesitate to contact me . liz alvarado 58983",Safe Email,interview schedule for greg mikkelson attached please find the interview packet for the above  referenced person  the interview will happen tuesday  july     print all three documents for your hard copies  if you have any questions  or conflicts of schedule  please do not hesitate to contact me  liz alvarado ,0
"
----- Original Message ----- 
From: ""Gary Lawrence Murphy"" > 
>     f> What about a situation where you don't directly ask/talk to the
>     f> bot, but they listen in and advise/correct/interject/etc?
> 
> Do you do that?  Do you hear two people at the next table say ""I'm
> going to Seattle tomorrow"" and you just /have/ to lean over and
> interject compulsively to tell them what you know about Seattle's
> weather?Have you ever worked with Kragen?
",Safe Email,"
 original message  
from gary lawrence murphy  
     f what about a situation where you dont directly asktalk to the
     f bot but they listen in and advisecorrectinterjectetc
 
 do you do that  do you hear two people at the next table say im
 going to seattle tomorrow and you just have to lean over and
 interject compulsively to tell them what you know about seattles
 weatherhave you ever worked with kragen
",0
empty,Phishing Email,empty,0
"chess - endgame ( fwd ) thanks to everyone who responded concerning the names for chess . apparently both are acceptable . for the royal game i found a reference in the britanica , and sara friedman cited another one from stefan zweig . for the game of kings there were also literary references , and wide familiarity , so this usage is correct as well . uri bruck bruck @ actcom . co . il",Safe Email,chess  endgame  fwd  thanks to everyone who responded concerning the names for chess  apparently both are acceptable  for the royal game i found a reference in the britanica  and sara friedman cited another one from stefan zweig  for the game of kings there were also literary references  and wide familiarity  so this usage is correct as well  uri bruck bruck  actcom  co  il,0
"free portable dvd player offer valid only to residents of the united states who are at least 18 years old . you need to complete our offer eligibility requirements to qualify for your free gift . trademarks , service marks , logos , and / or domain names are the property of their respective owners , who have no association with or make any endorsement of the products or services provided by lookdog . com . to unsubscribe from future lookdog . com promotions and offers please submit an online request using the link below . you may also send a written request to : 3250 w . big beaver road , suite 144 , troy , mi , 48084 . click here to unsubscribe . please refer all questions , opinions or additional feedback to : service dept 9420 reseda blvd # 133 northridge , ca 91324",Phishing Email,free portable dvd player offer valid only to residents of the united states who are at least  years old  you need to complete our offer eligibility requirements to qualify for your free gift  trademarks  service marks  logos  and  or domain names are the property of their respective owners  who have no association with or make any endorsement of the products or services provided by lookdog  com  to unsubscribe from future lookdog  com promotions and offers please submit an online request using the link below  you may also send a written request to   w  big beaver road  suite   troy  mi    click here to unsubscribe  please refer all questions  opinions or additional feedback to  service dept  reseda blvd   northridge  ca ,0
today ' s floor meeting you may get a few pointed questions about today ' s article about lay ' s potential severance of $ 80 mm . vance meyer from pr was saying they ' ve been briefing executives who ' re having floor meetings and i told him you and lavo were having one later today too . - r,Safe Email,today  s floor meeting you may get a few pointed questions about today  s article about lay  s potential severance of   mm  vance meyer from pr was saying they  ve been briefing executives who  re having floor meetings and i told him you and lavo were having one later today too   r,0
"urgent mr . johnson obipacific bank plc , 9 th floor , ikoyi estatevictoria island , lagos . i am mr . johnson obi , provincial director pacificbank of nigeria , victoria island branch . i haveurgent and very confidential business proposition foryou . on june 6 , 2002 , an american oil consultant / contractorwith the nigeria mining corporation , mr . michaelcreek made a numbered time ( fixed ) deposit fortwelve calendar months , valued at us $ 20 , 200 , 000 . 00 ( twenty million two hundred thousand dollars ) in mybranch . uponmaturity , i sent a routine notification to hisforwarding address but got no reply . after a month , we sent a reminder and finally we discovered from hiscontract employers , the nigeria miningcorporation that mr . michael creek died from anautomobile accident . on further investigation , i foundout that he died without making a will , and allattempts to trace his next of kin was fruitless . i therefore made further investigation and discoveredthat mr . michael creek did not declare any kin orrelations in all his official documents , including hisbank deposit paperwork in my bank . this sum ofus $ 20 , 200 , 000 . 00 is still sitting in my bank and theinterest is being rolled over with the principal sumat the end of each year . no one will ever comeforward to claim it . according to nigeria law , at the expiration of 5 ( five ) years , the money willrevert to the ownership of the nigeria governmentif nobody applies to claim the fund . consequently , my proposal is that i will like you tostand in as the next of kin to mr . michael creek sothat the fruits of this old man ' s labor will not getinto the hands of some corrupt government officials . this is simple , i will like you to provide immediatelyyour full names and address so that the attorney willprepare the necessary documents and affidavits whichwill put you in place as the next of kin . we shallemploy the service of two attorneys for drafting andnotarization of the will and to obtain the necessarydocuments and letter of probate / administration in yourfavor for the transfer . a bank account in any part ofthe world which you will provide will then facilitatethe transfer of this money to you as thebeneficiary / next of kin . the money will be paid intoyour account for us to share in the ratio of 60 % forme and 40 % for you . there is no risk at all as all the paperwork for thistransaction will be done by the attorney and myposition as the branch manager guarantees thesuccessful execution of this transaction . if you areinterested , please reply immediately via the privateemail address below . . upon your response , i shall thenprovide you with more details and relevant documentsthat will help you understand the transaction . please observe utmost confidentiality , and restassured that this transaction would be most profitablefor both of us because i shall require your assistanceto invest my share in your country . sincerelyjohnson obi - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - encuentra tu casa r?pida y c?modamente . miles de viviendas te est?n esperando en http : / / www . portae . com",Phishing Email,urgent mr  johnson obipacific bank plc   th floor  ikoyi estatevictoria island  lagos  i am mr  johnson obi  provincial director pacificbank of nigeria  victoria island branch  i haveurgent and very confidential business proposition foryou  on june     an american oil consultant  contractorwith the nigeria mining corporation  mr  michaelcreek made a numbered time  fixed  deposit fortwelve calendar months  valued at us          twenty million two hundred thousand dollars  in mybranch  uponmaturity  i sent a routine notification to hisforwarding address but got no reply  after a month  we sent a reminder and finally we discovered from hiscontract employers  the nigeria miningcorporation that mr  michael creek died from anautomobile accident  on further investigation  i foundout that he died without making a will  and allattempts to trace his next of kin was fruitless  i therefore made further investigation and discoveredthat mr  michael creek did not declare any kin orrelations in all his official documents  including hisbank deposit paperwork in my bank  this sum ofus         is still sitting in my bank and theinterest is being rolled over with the principal sumat the end of each year  no one will ever comeforward to claim it  according to nigeria law  at the expiration of   five  years  the money willrevert to the ownership of the nigeria governmentif nobody applies to claim the fund  consequently  my proposal is that i will like you tostand in as the next of kin to mr  michael creek sothat the fruits of this old man  s labor will not getinto the hands of some corrupt government officials  this is simple  i will like you to provide immediatelyyour full names and address so that the attorney willprepare the necessary documents and affidavits whichwill put you in place as the next of kin  we shallemploy the service of two attorneys for drafting andnotarization of the will and to obtain the necessarydocuments and letter of probate  administration in yourfavor for the transfer  a bank account in any part ofthe world which you will provide will then facilitatethe transfer of this money to you as thebeneficiary  next of kin  the money will be paid intoyour account for us to share in the ratio of   forme and   for you  there is no risk at all as all the paperwork for thistransaction will be done by the attorney and myposition as the branch manager guarantees thesuccessful execution of this transaction  if you areinterested  please reply immediately via the privateemail address below   upon your response  i shall thenprovide you with more details and relevant documentsthat will help you understand the transaction  please observe utmost confidentiality  and restassured that this transaction would be most profitablefor both of us because i shall require your assistanceto invest my share in your country  sincerelyjohnson obi                                                                        encuentra tu casa rpida y cmodamente  miles de viviendas te estn esperando en http    www  portae  com,0
"open season notices as today is the deadline for our open season responses , please make a copy of any capacity requests for me as i will consolidate them and send out a summary to the commercial group . thanks . lorraine",Safe Email,open season notices as today is the deadline for our open season responses  please make a copy of any capacity requests for me as i will consolidate them and send out a summary to the commercial group  thanks  lorraine,0
"refinancing has never been so easy to remove your address and receive no future free insider software = sales , specials , or business opportunities from the net-advertiser = simply type "" remove "" in the subject . cross county funding puts dollars in your pocket for the past several years , cross country has been helping homeowners = like yourself save thousands of dollars a year on mortgage obligations . refinancing has never been so easy ! just reply by email and a member of = our professionally trained and courteous staff will contact you . . . free = of charge ! ! that 's right ! ! we ' ll even pay for the call . think you not eligible ? . . . think again . . . ! cross county 's accu-trak = qualifying programs cut through the red - tape and hassle commonly = associated refinancing . we ' re sure one of our programs is right for = you . ! - get cash now for home improvements . - consolidate your high interest credit card bills into 1 easy monthly = payment - 1st or 2nd mortgage financing is just a phone call away ! we specialize in mortgage refinancing and home equity loan arrangements . = no credit ? bad credit ? we ' ve got programs designed especially to get = cash to you ! the call is free . . . and there 's no obligation ! reply now = to this posting and start saving today ! ! ! disclaimer : cross county funding is not empowered to issue a mortgage commitment . we = are registered mortgage brokers with the ny state banking dept . all = loans are arranged through third part providers . please fill out the form below and e-mail to mortgage @ netsvoice . com to = start saving today ! name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ phone # _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ current interest rate _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ approx . home value _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mortgage balance _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mortgage type ( eg . fixed , adjustable , or balloon ) _ _ _ _ _ _ _ _ _ look forward to your reply . email to mortgage @ netsvoice . com sincerely , marnie siegel for information on advertising with the net-advertiser , and details on a = free ad in the net-advertiser email us at information @ netsvoice . com contact us by telephone , monday - saturday ( 9am - 9pm edt ) at = 717-735 - 4808 . to subscribe to net advertiser 's free weekly publication please send an = e - mail message to information @ netsvoice . com",Phishing Email,refinancing has never been so easy to remove your address and receive no future free insider software  sales  specials  or business opportunities from the netadvertiser  simply type  remove  in the subject  cross county funding puts dollars in your pocket for the past several years  cross country has been helping homeowners  like yourself save thousands of dollars a year on mortgage obligations  refinancing has never been so easy  just reply by email and a member of  our professionally trained and courteous staff will contact you    free  of charge   that s right   we  ll even pay for the call  think you not eligible     think again     cross county s accutrak  qualifying programs cut through the red  tape and hassle commonly  associated refinancing  we  re sure one of our programs is right for  you    get cash now for home improvements   consolidate your high interest credit card bills into  easy monthly  payment  st or nd mortgage financing is just a phone call away  we specialize in mortgage refinancing and home equity loan arrangements   no credit  bad credit  we  ve got programs designed especially to get  cash to you  the call is free    and there s no obligation  reply now  to this posting and start saving today    disclaimer  cross county funding is not empowered to issue a mortgage commitment  we  are registered mortgage brokers with the ny state banking dept  all  loans are arranged through third part providers  please fill out the form below and email to mortgage  netsvoice  com to  start saving today  name                                     address                                    phone                                     current interest rate                           approx  home value                          mortgage balance                            mortgage type  eg  fixed  adjustable  or balloon           look forward to your reply  email to mortgage  netsvoice  com sincerely  marnie siegel for information on advertising with the netadvertiser  and details on a  free ad in the netadvertiser email us at information  netsvoice  com contact us by telephone  monday  saturday  am  pm edt  at      to subscribe to net advertiser s free weekly publication please send an  e  mail message to information  netsvoice  com,0
"your in - home source of health information regain your confidence viagra online life grants nothing to us mortals without hard work . there is nothing to suggest that mothering cannot be shared by several people . an honest tale speeds best , being plainly told . i told you i was sick .",Phishing Email,your in  home source of health information regain your confidence viagra online life grants nothing to us mortals without hard work  there is nothing to suggest that mothering cannot be shared by several people  an honest tale speeds best  being plainly told  i told you i was sick ,0
">>>>> ""TP"" == Tim Peters  writes:  >> The false positive rate is 0-3%.  (Finally!  I had to scrub a
  >> bunch of previously unnoticed spam from my inbox.)  Both
  >> collections have about 1100 messages.  TP> Does this mean you trained on about 1100 of each?The total collections are 1100 messages.  I trained with 1100/5
messages.   TP> Can't guess.  You're in a good position to start adding more
  TP> headers into the analysis, though.  For example, an easy start
  TP> would be to uncomment the header-counting lines in tokenize()
  TP> (look for ""Anthony"").  Likely the most valuable thing it's
  TP> missing then is some special parsing and tagging of Received
  TP> headers.I tried the ""Anthony"" stuff, but it didn't make any appreciable
difference that I could see from staring at the false negative rate.
The numbers are big enough that a quick eyeball suffices.Then I tried a dirt simple tokenizer for the headers that tokenize the
words in the header and emitted like this ""%s: %s"" % (hdr, word).
That worked too well :-).  The received and date headers helped the
classifier discover that most of my spam is old and most of my ham is
new.So I tried a slightly more complex one that skipped received, data,
and x-from_, which all contained timestamps.  I also skipped the X-VM-
headers that my mail reader added:class MyTokenizer(Tokenizer):    skip = {'received': 1,
            'date': 1,
            'x-from_': 1,
            }    def tokenize_headers(self, msg):
        for k, v in msg.items():
            k = k.lower()
            if k in self.skip or k.startswith('x-vm'):
                continue
            for w in subject_word_re.findall(v):
                for t in tokenize_word(w):
                    yield ""%s:%s"" % (k, t)This did moderately better.  The false negative rate is 7-21% over the
tests performed so far.  This is versus 11-28% for the previous test
run that used the timtest header tokenizer.It's interesting to see that the best descriminators are all ham
discriminators.  There's not a single spam-indicator in the list.
Most of the discriminators are header fields.  One thing to note is
that the presence of Mailman-generated headers is a strong non-spam
indicator.  That matches my intuition: I got an awful lot of
Mailman-generated mail, and those lists are pretty good at surpressing
spam.  The other thing is that I get a lot of ham from people who use
XEmacs.  That's probably Barry, Guido, Fred, and me :-).One final note.  It looks like many of the false positives are from
people I've never met with questions about Shakespeare.  They often
start with stuff like:> Dear Sir/Madam,
> 
> May I please take some of your precious time to ask you to help me to find a
> solution to a problem that is worrying me greatly. I am old science studentI guess that reads a lot like spam :-(.Jeremy
238 hams & 221 spams
    false positive: 2.10084033613
    false negative: 9.50226244344
    new false positives: []
    new false negatives: []    best discriminators:
        'x-mailscanner:clean' 671 0.0483425
        'x-spam-status:IN_REP_TO' 679 0.01
        'delivered-to:skip:s 10' 691 0.0829876
        'x-mailer:Lucid' 699 0.01
        'x-mailer:XEmacs' 699 0.01
        'x-mailer:patch' 699 0.01
        'x-mailer:under' 709 0.01
        'x-mailscanner:Found' 716 0.0479124
        'cc:zope.com' 718 0.01
        ""i'll"" 750 0.01
        'references:skip:1 20' 767 0.01
        'rossum' 795 0.01
        'x-spam-status:skip:S 10' 825 0.01
        'van' 850 0.01
        'http0:zope' 869 0.01
        'email addr:zope' 883 0.01
        'from:python.org' 895 0.01
        'to:jeremy' 902 0.185401
        'zope' 984 0.01
        'list-archive:skip:m 10' 1058 0.01
        'list-subscribe:skip:m 10' 1058 0.01
        'list-unsubscribe:skip:m 10' 1058 0.01
        'from:zope.com' 1098 0.01
        'return-path:zope.com' 1115 0.01
        'wrote:' 1129 0.01
        'jeremy' 1150 0.01
        'email addr:python' 1257 0.01
        'x-mailman-version:2.0.13' 1311 0.01
        'x-mailman-version:101270' 1395 0.01
        'python' 1401 0.01",Safe Email," tp  tim peters  writes   the false positive rate is   finally  i had to scrub a
   bunch of previously unnoticed spam from my inbox  both
   collections have about  messages  tp does this mean you trained on about  of eachthe total collections are  messages  i trained with 
messages   tp cant guess  youre in a good position to start adding more
  tp headers into the analysis though  for example an easy start
  tp would be to uncomment the headercounting lines in tokenize
  tp look for anthony  likely the most valuable thing its
  tp missing then is some special parsing and tagging of received
  tp headersi tried the anthony stuff but it didnt make any appreciable
difference that i could see from staring at the false negative rate
the numbers are big enough that a quick eyeball sufficesthen i tried a dirt simple tokenizer for the headers that tokenize the
words in the header and emitted like this s s  hdr word
that worked too well   the received and date headers helped the
classifier discover that most of my spam is old and most of my ham is
newso i tried a slightly more complex one that skipped received data
and xfrom which all contained timestamps  i also skipped the xvm
headers that my mail reader addedclass mytokenizertokenizer    skip  received 
            date 
            xfrom 
                def tokenizeheadersself msg
        for k v in msgitems
            k  klower
            if k in selfskip or kstartswithxvm
                continue
            for w in subjectwordrefindallv
                for t in tokenizewordw
                    yield ss  k tthis did moderately better  the false negative rate is  over the
tests performed so far  this is versus  for the previous test
run that used the timtest header tokenizerits interesting to see that the best descriminators are all ham
discriminators  theres not a single spamindicator in the list
most of the discriminators are header fields  one thing to note is
that the presence of mailmangenerated headers is a strong nonspam
indicator  that matches my intuition i got an awful lot of
mailmangenerated mail and those lists are pretty good at surpressing
spam  the other thing is that i get a lot of ham from people who use
xemacs  thats probably barry guido fred and me one final note  it looks like many of the false positives are from
people ive never met with questions about shakespeare  they often
start with stuff like dear sirmadam
 
 may i please take some of your precious time to ask you to help me to find a
 solution to a problem that is worrying me greatly i am old science studenti guess that reads a lot like spam jeremy
 hams   spams
    false positive 
    false negative 
    new false positives 
    new false negatives     best discriminators
        xmailscannerclean  
        xspamstatusinrepto  
        deliveredtoskips   
        xmailerlucid  
        xmailerxemacs  
        xmailerpatch  
        xmailerunder  
        xmailscannerfound  
        cczopecom  
        ill  
        referencesskip   
        rossum  
        xspamstatusskips   
        van  
        httpzope  
        email addrzope  
        frompythonorg  
        tojeremy  
        zope  
        listarchiveskipm   
        listsubscribeskipm   
        listunsubscribeskipm   
        fromzopecom  
        returnpathzopecom  
        wrote  
        jeremy  
        email addrpython  
        xmailmanversion  
        xmailmanversion  
        python  ",0
"URL: http://boingboing.net/#85481344
Date: Not suppliedAaron Swartz has written up a warchalking FAQ that addresses the shibboleths 
and paranoia about discovering, marking and using wireless connectivity.     Is that illegal?     Although I am not a lawyer, I don't think it's illegal to make chalk marks 
    on the sidewalk. I know a lot of hopscotch players who'd be worried if it 
    was...     Well, is it immoral?     Not at all! Warchalking is a helpful service to assist people in finding 
    something they need (an Internet connection).  Link[1] Discuss[2][1] http://www.warchalking.org/story/2002/9/22/223831/236
[2] http://www.quicktopic.com/boing/H/vsVYCTZE7hs
",Safe Email,"url httpboingboingnet
date not suppliedaaron swartz has written up a warchalking faq that addresses the shibboleths 
and paranoia about discovering marking and using wireless connectivity     is that illegal     although i am not a lawyer i dont think its illegal to make chalk marks 
    on the sidewalk i know a lot of hopscotch players whod be worried if it 
    was     well is it immoral     not at all warchalking is a helpful service to assist people in finding 
    something they need an internet connection  link discuss httpwwwwarchalkingorgstory
 httpwwwquicktopiccomboinghvsvyctzehs
",0
